id	Q27	Q28	Q29_SQ01	Q29_SQ02	Q29_SQ03	Q30	Q31	Q38
76	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}
77	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}
78	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}
79	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}
80	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}
81	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}
82	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}
83	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}
84	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}
85	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}
86	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}
87	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}
88	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}
89	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}
90	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}
91	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}
92	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}
93	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}
95	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}
96	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}
97	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}
98	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}
99	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}
100	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}
101	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}
102	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}
103	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}
104	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}
105	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}
106	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}
107	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}
108	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}
109	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}
110	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}
111	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}
112	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}
113	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}
114	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}
115	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}
116	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}
117	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}
118	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}
119	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}
120	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}
121	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}
122	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}
123	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}
124	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}
125	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}
126	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}
127	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}
128	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}
129	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}
130	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}
131	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}
132	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}
133	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}
134	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}
135	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}
136	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}
137	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}
138	The support and extensibility provided by the R community. You can see that it is a language with a future.	R is not awful in any way, but the relatively low resources compared to other major languages. {cr}{newline}{cr}{newline}This is certainly not a criticism of those that devote their time to improving R. (Quite the opposite; without them, R would be far less powerful.){cr}{newline}{cr}{newline}However, R seems to be constantly tantalising me with issues that it will address in the future. While Im sure that this is true with every language, it seems particularly prevalent with R, and I sense that this is because R collectively has lower developer bandwidth than other languages. RStudio in particular has helped a lot, and I see the R Consortium making good strides, but it would be great to see more. After all, R has succeeded so much recently that it should see itself as a major language and resource itself accordingly. {cr}{newline}{cr}{newline}One idea in this area is whether the R Consortium could go the Wikipedia route and offer the R community the chance to fund its work in a small way (ie $5 per month, etc). If this funding went to the projects that were currently being considered, then Id be happy to contribute charitable $s (or, in my case, £s). (Id also welcome projects like making ggplot2 interactive and pipeable in a robust and consistent way; improving blogdown and htmlwidgets; and enabling more complex database joins and queries to compete with SQL.)	Y	Y	U	Obviously, it is R-hub, which I plan to use on upcoming packages.{cr}{newline}{cr}{newline}Less obviously, but more importantly, it is broadening the developer bandwidth for meta-R issues and allocating extra resource accordingly and sensibly.	I mentioned the idea of going the Wikipedia route and giving people the opportunity to contribute to the Consortiums work. Perhaps, as part of this, donors could be given a vote in a Wiki Survey for how some of these resources would be spent.	Id like to thank you (and the rest of the R community) for making my life easier and more enjoyable. When people diss new technology (and I live in the UK so I hear it often), I counter with the benefits and collective altruism of the R community.
139	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}
140	NA	- Lack of the standard way to deal with out-of-memory data.{cr}{newline}- Inconsistent naming conventions in base R packages.	Y	Y	Y	Funding to promising projects such as Rhub and DBI.	Promotion and help to make R usable in production environments. Engineers still think that R is a tool for ad-hoc data analysis and not ready for production, and it is hard for data scientists lacking in the skills for software engineering to make their analysis result deployable. Business people also like a lot of Excel worksheets and do not accept web-based solutions like shiny apps.	NA
141	The language.	The standard library is not comfortable and is missing basic features, like HTTP.	Y	Y	Y	NA	Organizing working groups, bringing people and companies together.	NA
142	Tidyverse and the community	Thinking I have found a bug in a package, and not being able to pull out a minimal reproducible example - because I I cannot, the bug does not exist. To be fair, this is not particular to R.	Y	Y	U	R-hub	NA	NA
143	I would say the community around which is very active and the number of different things that you can do	Having to deal with Python users that continue to say that Python is better	Y	U	N	{question_not_shown}	{question_not_shown}	Thank you for R
144	Integration with LaTeX via knitr	RStudio has been very buggy of late. Not strictly an R problem but an inescapable problem working with R.	Y	Y	Y	Funded projects that I found use for	Reflective evaluation of the language and how it is used.	NA
146	Si algo no está implementado en R, es porque no se ha buscado adecuadamente.	Escalabilidad real a grandes volúmenes de información y conectividad con clusters big data limitada (aunque en un crecimiento constante)	Y	Y	U	NA	NA	NA
147	NA	NA	Y	N	N	{question_not_shown}	{question_not_shown}	NA
148	Rstudio, both the app and the incredible packages that they are putting out	Poorly documented packages	Y	Y	Y	You support our local R useR group, so thats nice! Also, some of the projects you are funding look super cool, so Im excited to see what comes of them. Im sure Ill find them useful down the line.	Keep up the good work! Anything that supports community building, particularly for those currently under-represented.	Im recently getting more involved in the R and #rstats community. Its a wonderful group and makes working with R so much better
149	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}
150	How easy it is to do reproducible research.	Cryptic error messages. Inconsistencies in function naming schemes. Examples in the documentation that are either too simple or too complicated.	Y	Y	U	The r-hub project is very useful for checking packages on multiple platforms. The sf package is a revolution for working with spatial data in R.	Improving error messages.	If RStudio can implement on-the-fly spell-checking, then I would never close it!
151	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}
152	NA	NA	Y	U	N	{question_not_shown}	{question_not_shown}	NA
153	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}
154	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}
155	NA	NA	Y	N	U	{question_not_shown}	{question_not_shown}	NA
156	R does not limit my possibilities, everything can be done somehow	Large inconsistencies in function interfaces: Function names and function argument names (order, capitalization, underscore vs. dot vs. CamelCase)	Y	Y	Y	Initiated funding for projects like R-hub	Optimizations in other R implementations (Renjin, ...) should flow back into vanilla R{cr}{newline}Support efforts to improve documentation	NA
157	Interactive, flexible environment for data discovery and experiments	Unstable, slow, typically poor code documentation/low test coverage - has more to do with programmers than with programming language. Theres no culture for test-driven development in R community yet	Y	Y	Y	Sponsored development in critical areas of R ecosystem	More of the same. Probably gradually taking over the decisions made by R Core	NA
158	It is easy to write R code, I can get things up and running quickly, and if I have problems the community is great and it is easy to find help	The different fiefdoms result in some inconsistencies in syntax and while most of the community is great, there are enough occasions of snarky responses to help requests that it can be intimidating enough to turn off new users.	Y	Y	Y	Supported sf!	Id like to see more targeted support for regional useR! conferences.  At this point they seem more grassroots and ad-hoc.  Be nice to have it a bit more coordinated.	Truly appreciate the efforts to improve R and the R Community!
159	The community around it, the breadth of available packages.	By default, stringsAsFactors and drop are TRUE. Loops are still slower than in other languages. S3 and S4 classes are awkward and do not follow all of the traditional OOP paradigm.	Y	U	N	{question_not_shown}	{question_not_shown}	Please maintain development R on GitHub instead of svn. Community contributions (via pull request) would be easier that way.
160	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}
161	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}
162	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}
163	The wide community always working to improve R and support others in using it.	NA	Y	Y	Y	Fund projects I have been a proposer for!	NA	Thanks for suppporting the community through the ISC projects and the RUG grants.
164	RStudio	stringsAsFactors = TRUE by default. {cr}{newline}Interaction terms in regression models are difficult to handle	Y	U	U	{question_not_shown}	{question_not_shown}	NA
166	The community, the availability of tools, the flexibility of opensource.	The speed.	Y	NA	NA	{question_not_shown}	{question_not_shown}	NA
167	NA	NA	N	N	N	{question_not_shown}	{question_not_shown}	NA
168	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}
169	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}
170	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}
172	NA	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}
173	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}
174	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}
175	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}
176	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}
177	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}
178	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}
237	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}
179	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}
180	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}
181	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}
